LevelEditor                                                      game.load-scene
Tracks MoveType type enum -14 17 int2 0                          zone.add-distance
Tracks MoveType type enum -14 18 int2 0                          zone.add-distance
Tracks MoveType type enum -14 16 int2 0                          zone.add-distance
Tracks MoveType type enum -13 16 int2 0                          zone.add-distance
Tracks MoveType type enum -13 17 int2 0                          zone.add-distance
Tracks MoveType type enum -13 18 int2 0                          zone.add-distance
Tracks MoveType type enum -13 19 int2 0                          zone.add-distance
Tracks MoveType type enum -16 16 int2 0                          zone.add-distance
Tracks MoveType type enum -16 17 int2 0                          zone.add-distance
Tracks MoveType type enum -16 20 int2 0                          zone.add-distance
Tracks MoveType type enum -15 16 int2 0                          zone.add-distance
Tracks MoveType type enum -13 20 int2 0                          zone.add-distance
Tracks MoveType type enum -17 19 int2 1                          zone.add-distance
Tracks MoveType type enum -17 20 int2 1                          zone.add-distance
Tracks MoveType type enum -16 21 int2 1                          zone.add-distance
Tracks MoveType type enum -15 21 int2 1                          zone.add-distance
Tracks MoveType type enum -14 21 int2 1                          zone.add-distance
Tracks MoveType type enum -18 19 int2 2                          zone.add-distance
Tracks MoveType type enum -18 20 int2 2                          zone.add-distance
Tracks MoveType type enum -17 21 int2 2                          zone.add-distance
Tracks MoveType type enum -16 22 int2 2                          zone.add-distance
Tracks MoveType type enum -15 22 int2 2                          zone.add-distance
Tracks MoveType type enum -16 15 int2 2                          zone.add-distance
Tracks MoveType type enum -15 15 int2 2                          zone.add-distance
Tracks MoveType type enum -13 21 int2 2                          zone.add-distance
Tracks MoveType type enum -19 19 int2 3                          zone.add-distance
Tracks MoveType type enum -19 20 int2 3                          zone.add-distance
Tracks MoveType type enum -18 21 int2 3                          zone.add-distance
Tracks MoveType type enum -17 22 int2 3                          zone.add-distance
Tracks MoveType type enum -16 23 int2 3                          zone.add-distance
Tracks MoveType type enum -15 23 int2 3                          zone.add-distance
Tracks MoveType type enum -13 22 int2 3                          zone.add-distance
Tracks MoveType type enum -14 22 int2 3                          zone.add-distance
Tracks MoveType type enum -20 19 int2 4                          zone.add-distance
Tracks MoveType type enum -20 20 int2 4                          zone.add-distance
Tracks MoveType type enum -19 21 int2 4                          zone.add-distance
Tracks MoveType type enum -18 22 int2 4                          zone.add-distance
Tracks MoveType type enum -17 23 int2 4                          zone.add-distance
Tracks MoveType type enum -16 24 int2 4                          zone.add-distance
Tracks MoveType type enum -15 24 int2 4                          zone.add-distance
Tracks MoveType type enum -17 15 int2 4                          zone.add-distance
Tracks MoveType type enum -16 14 int2 4                          zone.add-distance
Tracks MoveType type enum -15 14 int2 4                          zone.add-distance
Tracks MoveType type enum -12 21 int2 4                          zone.add-distance
Tracks MoveType type enum -21 19 int2 5                          zone.add-distance
Tracks MoveType type enum -21 20 int2 5                          zone.add-distance
Tracks MoveType type enum -20 21 int2 5                          zone.add-distance
Tracks MoveType type enum -19 22 int2 5                          zone.add-distance
Tracks MoveType type enum -18 23 int2 5                          zone.add-distance
Tracks MoveType type enum -17 24 int2 5                          zone.add-distance
Tracks MoveType type enum -16 25 int2 5                          zone.add-distance
Tracks MoveType type enum -15 25 int2 5                          zone.add-distance
Tracks MoveType type enum -14 23 int2 5                          zone.add-distance
Tracks MoveType type enum -13 23 int2 5                          zone.add-distance
Tracks MoveType type enum -12 22 int2 5                          zone.add-distance
Tracks MoveType type enum -22 19 int2 6                          zone.add-distance
Tracks MoveType type enum -22 20 int2 6                          zone.add-distance
Tracks MoveType type enum -21 18 int2 6                          zone.add-distance
Tracks MoveType type enum -21 21 int2 6                          zone.add-distance
Tracks MoveType type enum -19 23 int2 6                          zone.add-distance
Tracks MoveType type enum -18 24 int2 6                          zone.add-distance
Tracks MoveType type enum -17 25 int2 6                          zone.add-distance
Tracks MoveType type enum -14 25 int2 6                          zone.add-distance
Tracks MoveType type enum -16 26 int2 6                          zone.add-distance
Tracks MoveType type enum -15 26 int2 6                          zone.add-distance
Tracks MoveType type enum -18 15 int2 6                          zone.add-distance
Tracks MoveType type enum -17 14 int2 6                          zone.add-distance
